Customer_ID,Total_Revenue,Total_Orders,Total_Quantity,First_Purchase,Last_Purchase,Customer_Lifespan_Days,Average_Order_Value,CLV,CLV_Segment
12474.0,4849.98,25,3033,2010-01-10 13:43:00,2010-12-11 11:45:00,334.0,193.99919999999997,4849.98,VIP
12475.0,426.26,1,236,,,,426.26,426.26,Medium Value
12476.0,7169.04,18,3212,2010-02-11 11:33:00,2010-12-10 17:49:00,302.0,398.28,7169.04,VIP
12477.0,7056.63,3,2466,2010-02-07 08:26:00,2010-05-11 09:35:00,93.0,2352.21,7056.63,VIP
12480.0,2153.4700000000003,4,1240,2010-05-11 15:08:00,2010-08-10 12:06:00,90.0,538.3675000000001,2153.4700000000003,VIP
12481.0,6626.17,8,3825,2010-09-12 10:13:00,2010-12-04 10:10:00,82.0,828.27125,6626.17,VIP
12482.0,21893.53,32,27039,2010-07-04 16:06:00,2010-12-05 16:51:00,154.0,684.1728125,21893.53,VIP
12483.0,2519.7400000000002,14,1048,2010-02-11 10:27:00,2010-10-03 15:03:00,234.0,179.98142857142858,2519.7400000000002,VIP
12484.0,1808.58,8,1075,2009-03-12 10:57:00,2010-03-08 09:31:00,360.0,226.0725,1808.58,VIP
12485.0,708.1,1,414,,,,708.1,708.1,High Value
12486.0,1037.28,1,523,2010-04-10 12:14:00,2010-04-10 12:14:00,0.0,1037.28,1037.28,High Value
12487.0,259.79999999999995,2,144,2009-09-12 09:16:00,2009-09-12 11:36:00,0.0,129.89999999999998,259.79999999999995,Low Value
12490.0,4400.71,12,2838,2009-01-12 12:52:00,2010-09-03 09:46:00,598.0,366.72583333333336,4400.71,VIP
12492.0,452.0,1,252,2010-01-11 14:58:00,2010-01-11 14:58:00,0.0,452.0,452.0,Medium Value
12494.0,604.17,5,271,2010-01-11 11:57:00,2010-12-05 13:52:00,328.0,120.83399999999999,604.17,Medium Value
12495.0,323.4,2,126,2010-09-03 10:53:00,2010-09-03 10:53:00,0.0,161.7,323.4,Medium Value
12496.0,54.09,2,33,,,,27.045,54.09,Low Value
12497.0,5168.650000000001,3,4448,2010-04-11 12:31:00,2010-05-03 09:39:00,21.0,1722.8833333333334,5168.650000000001,VIP
12499.0,393.72,1,302,,,,393.72,393.72,Medium Value
12500.0,1666.04,12,689,2010-04-02 15:05:00,2010-12-03 14:59:00,244.0,138.83666666666667,1666.04,VIP
12503.0,1126.0,1,561,2010-04-05 13:59:00,2010-04-05 13:59:00,0.0,1126.0,1126.0,High Value
12504.0,297.0,2,368,,,,148.5,297.0,Medium Value
12505.0,912.5,2,314,2010-11-11 17:54:00,2010-11-11 17:54:00,0.0,456.25,912.5,High Value
12507.0,539.25,1,362,2010-04-05 09:23:00,2010-04-05 09:23:00,0.0,539.25,539.25,Medium Value
12510.0,2706.76,14,1665,2009-04-12 13:47:00,2010-11-01 12:01:00,567.0,193.34,2706.76,VIP
12511.0,3065.77,2,1748,2010-07-10 10:39:00,2010-07-10 10:39:00,0.0,1532.885,3065.77,VIP
12514.0,580.08,1,400,2010-08-03 12:18:00,2010-08-03 12:18:00,0.0,580.08,580.08,Medium Value
12516.0,1336.56,2,1077,2010-05-10 09:43:00,2010-05-10 09:43:00,0.0,668.28,1336.56,High Value
12519.0,354.35,2,205,2010-01-09 14:40:00,2010-01-09 14:40:00,0.0,177.175,354.35,Medium Value
12523.0,2475.28,17,1387,2009-02-12 10:28:00,2010-12-03 09:57:00,658.0,145.60470588235296,2475.28,VIP
12524.0,6605.64,10,3474,2010-04-08 14:20:00,2010-08-03 09:57:00,116.0,660.5640000000001,6605.64,VIP
12525.0,835.1800000000001,8,487,2009-04-12 10:10:00,2010-10-06 16:30:00,542.0,104.39750000000001,835.1800000000001,High Value
12527.0,386.8,2,292,2010-02-08 12:23:00,2010-02-08 12:23:00,0.0,193.4,386.8,Medium Value
12529.0,311.78000000000003,2,190,2010-05-07 09:35:00,2010-05-07 09:35:00,0.0,155.89000000000001,311.78000000000003,Medium Value
12530.0,2066.23,7,1798,2010-07-03 14:37:00,2010-07-03 14:37:00,0.0,295.17571428571426,2066.23,VIP
12531.0,1773.83,2,1059,,,,886.915,1773.83,VIP
12533.0,1149.99,6,568,2009-01-12 11:50:00,2010-11-01 11:57:00,658.0,191.665,1149.99,High Value
12537.0,732.94,1,449,,,,732.94,732.94,High Value
12538.0,276.5,1,145,,,,276.5,276.5,Low Value
12539.0,5646.400000000001,3,2468,,,,1882.1333333333334,5646.400000000001,VIP
12540.0,8798.25,17,4332,2009-07-12 16:56:00,2010-10-01 11:27:00,445.0,517.5441176470588,8798.25,VIP
12542.0,423.38,4,514,2010-09-03 16:26:00,2010-12-08 19:12:00,96.0,105.845,423.38,Medium Value
12543.0,980.25,1,688,,,,980.25,980.25,High Value
12547.0,175.78,1,175,,,,175.78,175.78,Low Value
12549.0,1575.68,6,1366,2010-11-01 12:29:00,2010-12-01 15:01:00,30.0,262.61333333333334,1575.68,High Value
12553.0,896.57,3,358,2010-12-10 13:35:00,2010-12-10 13:35:00,0.0,298.8566666666667,896.57,High Value
12554.0,468.5,1,240,,,,468.5,468.5,Medium Value
12555.0,129.23,1,1,,,,129.23,129.23,Low Value
12557.0,6725.18,4,2398,2010-03-10 10:50:00,2010-11-06 15:07:00,241.0,1681.295,6725.18,VIP
12562.0,1185.18,2,548,,,,592.59,1185.18,High Value
12563.0,249.24,1,113,,,,249.24,249.24,Low Value
12567.0,4278.88,8,1775,2010-05-12 11:57:00,2010-11-02 10:30:00,173.0,534.86,4278.88,VIP
12568.0,70.0,1,48,2010-05-03 09:15:00,2010-05-03 09:15:00,0.0,70.0,70.0,Low Value
12570.0,77.52,1,1,,,,77.52,77.52,Low Value
12573.0,556.87,4,395,2010-11-10 13:48:00,2010-11-10 13:48:00,0.0,139.2175,556.87,Medium Value
12575.0,622.8199999999999,2,315,2010-01-07 09:15:00,2010-08-09 13:09:00,214.0,311.40999999999997,622.8199999999999,Medium Value
12576.0,776.89,5,515,2010-01-07 13:46:00,2010-12-11 12:44:00,337.0,155.378,776.89,High Value
12577.0,995.9499999999999,5,725,2009-03-12 19:31:00,2009-03-12 19:31:00,0.0,199.19,995.9499999999999,High Value
12578.0,1819.0900000000001,3,1163,2010-07-10 15:42:00,2010-07-10 15:42:00,0.0,606.3633333333333,1819.0900000000001,VIP
12580.0,637.2,1,331,2010-12-05 11:45:00,2010-12-05 11:45:00,0.0,637.2,637.2,Medium Value
12582.0,1469.04,2,685,2010-11-05 09:55:00,2010-11-05 09:55:00,0.0,734.52,1469.04,High Value
12583.0,7157.5599999999995,14,3923,2009-06-12 11:57:00,2010-10-11 15:34:00,486.0,511.2542857142857,7157.5599999999995,VIP
12586.0,1848.73,4,606,2010-06-12 09:31:00,2010-06-12 09:31:00,0.0,462.1825,1848.73,VIP
12588.0,724.08,4,381,2010-04-05 12:31:00,2010-05-11 12:53:00,36.0,181.02,724.08,High Value
12589.0,2447.49,9,1063,2010-02-09 09:14:00,2010-02-09 10:43:00,0.0,271.9433333333333,2447.49,VIP
12590.0,-7.9,2,-2,2010-12-04 07:20:00,2010-12-04 07:20:00,0.0,-3.95,-7.9,Low Value
12591.0,899.3,2,449,,,,449.65,899.3,High Value
12592.0,715.02,6,1582,2010-08-07 14:06:00,2010-08-07 14:26:00,0.0,119.17,715.02,High Value
12594.0,1724.29,6,967,2010-02-11 19:16:00,2010-08-09 11:29:00,178.0,287.38166666666666,1724.29,VIP
12595.0,299.02,1,271,,,,299.02,299.02,Medium Value
12598.0,1411.99,6,900,2010-01-03 09:58:00,2010-03-03 16:03:00,59.0,235.33166666666668,1411.99,High Value
12599.0,1264.14,6,1233,2010-07-11 13:14:00,2010-12-10 13:20:00,152.0,210.69000000000003,1264.14,High Value
12600.0,2374.75,16,632,2009-07-12 13:37:00,2010-12-11 10:13:00,516.0,148.421875,2374.75,VIP
12601.0,104.19999999999999,1,45,,,,104.19999999999999,104.19999999999999,Low Value
12605.0,1225.45,5,925,2010-07-09 14:21:00,2010-12-10 16:51:00,154.0,245.09,1225.45,High Value
12606.0,21.0,1,1,,,,21.0,21.0,Low Value
12608.0,415.79,1,323,,,,415.79,415.79,Medium Value
12609.0,2291.01,7,904,2010-01-04 08:43:00,2010-01-10 13:13:00,6.0,327.2871428571429,2291.01,VIP
12613.0,3372.54,7,2447,2010-09-04 14:01:00,2010-09-04 14:01:00,0.0,481.7914285714286,3372.54,VIP
12615.0,3273.69,7,1919,2009-01-12 12:09:00,2010-10-09 09:46:00,634.0,467.67,3273.69,VIP
12616.0,388.1,2,208,,,,194.05,388.1,Medium Value
12619.0,140.14,1,140,,,,140.14,140.14,Low Value
12621.0,10967.24,22,6471,2010-01-09 12:23:00,2010-10-11 16:46:00,275.0,498.5109090909091,10967.24,VIP
12623.0,3334.7400000000002,8,1775,2010-02-03 09:25:00,2010-12-01 11:56:00,301.0,416.84250000000003,3334.7400000000002,VIP
12625.0,2481.06,2,1697,,,,1240.53,2481.06,VIP
12629.0,1558.22,2,722,2010-12-10 16:40:00,2010-12-10 16:40:00,0.0,779.11,1558.22,High Value
12631.0,2811.77,6,1357,2010-04-10 14:07:00,2010-09-09 14:50:00,152.0,468.62833333333333,2811.77,VIP
12632.0,738.88,4,668,2010-07-07 09:39:00,2010-07-07 09:39:00,0.0,184.72,738.88,High Value
12633.0,3454.58,5,2058,2010-02-07 11:44:00,2010-06-08 08:57:00,120.0,690.9159999999999,3454.58,VIP
12634.0,490.0,2,337,2010-09-06 15:41:00,2010-09-06 15:41:00,0.0,245.0,490.0,Medium Value
12635.0,1241.23,2,777,2010-09-09 10:50:00,2010-12-11 15:46:00,93.0,620.615,1241.23,High Value
12636.0,141.0,1,1,2009-01-12 09:55:00,2009-01-12 09:55:00,0.0,141.0,141.0,Low Value
12637.0,2318.41,4,1282,2010-11-11 14:29:00,2010-11-11 14:29:00,0.0,579.6025,2318.41,VIP
12638.0,249.8,1,86,2010-10-03 10:30:00,2010-10-03 10:30:00,0.0,249.8,249.8,Low Value
12639.0,826.27,2,430,2010-01-10 12:17:00,2010-01-10 12:17:00,0.0,413.135,826.27,High Value
12643.0,4536.26,8,2669,2010-03-06 19:57:00,2010-07-04 14:16:00,119.0,567.0325,4536.26,VIP
12644.0,1337.63,5,676,2010-05-10 10:23:00,2010-11-02 09:45:00,175.0,267.526,1337.63,High Value
12645.0,1743.72,5,1017,2010-01-09 09:25:00,2010-09-02 10:49:00,236.0,348.744,1743.72,VIP
12647.0,14012.87,35,5393,2010-01-02 11:44:00,2010-12-11 11:41:00,342.0,400.3677142857143,14012.87,VIP
12648.0,778.95,4,354,2010-01-10 12:33:00,2010-09-03 09:55:00,235.0,194.7375,778.95,High Value
12649.0,1634.99,7,1356,2010-05-05 10:39:00,2010-12-10 08:08:00,218.0,233.57,1634.99,High Value
12651.0,251.29999999999998,4,184,2010-08-11 12:37:00,2010-08-11 12:37:00,0.0,62.824999999999996,251.29999999999998,Low Value
12652.0,97.05000000000001,1,31,2010-01-10 15:16:00,2010-01-10 15:16:00,0.0,97.05000000000001,97.05000000000001,Low Value
12653.0,1950.98,1,762,2010-01-07 09:56:00,2010-01-07 09:56:00,0.0,1950.98,1950.98,VIP
12655.0,261.35,1,80,2010-12-10 09:17:00,2010-12-10 09:17:00,0.0,261.35,261.35,Low Value
12656.0,2338.06,4,1133,2010-03-06 11:35:00,2010-10-10 10:43:00,217.0,584.515,2338.06,VIP
12661.0,162.0,1,216,,,,162.0,162.0,Low Value
12662.0,3132.09,11,1520,2010-01-04 09:50:00,2010-11-08 08:50:00,307.0,284.73545454545456,3132.09,VIP
12663.0,204.0,3,169,2010-02-03 16:09:00,2010-09-02 14:28:00,210.0,68.0,204.0,Low Value
12664.0,1188.16,2,292,,,,594.08,1188.16,High Value
12665.0,239.7,3,121,2010-08-02 15:11:00,2010-08-02 15:11:00,0.0,79.89999999999999,239.7,Low Value
12666.0,1248.42,1,370,2010-10-11 16:40:00,2010-10-11 16:40:00,0.0,1248.42,1248.42,High Value
12668.0,7637.53,6,3442,2010-06-10 12:36:00,2010-09-03 11:10:00,84.0,1272.9216666666666,7637.53,VIP
12670.0,764.24,2,230,2010-11-02 10:13:00,2010-11-02 10:13:00,0.0,382.12,764.24,High Value
12671.0,2622.481,1,1460,2010-12-04 16:30:00,2010-12-04 16:30:00,0.0,2622.481,2622.481,VIP
12672.0,184.6,2,53,,,,92.3,184.6,Low Value
12673.0,619.5,1,349,2010-03-11 10:46:00,2010-03-11 10:46:00,0.0,619.5,619.5,Medium Value
12675.0,934.8,4,335,2010-04-06 09:49:00,2010-10-05 16:44:00,182.0,233.7,934.8,High Value
12676.0,1441.7,6,1195,2010-10-10 14:56:00,2010-10-10 14:56:00,0.0,240.28333333333333,1441.7,High Value
12677.0,389.3,3,174,2009-07-12 14:38:00,2010-11-02 13:55:00,477.0,129.76666666666668,389.3,Medium Value
12678.0,16262.87,10,11334,2010-02-09 09:14:00,2010-11-10 10:56:00,274.0,1626.287,16262.87,VIP
12681.0,16874.17,30,9982,2010-02-06 15:03:00,2010-11-06 08:25:00,272.0,562.4723333333333,16874.17,VIP
12682.0,11657.59,24,5434,2009-01-12 09:28:00,2010-11-10 09:11:00,666.0,485.73291666666665,11657.59,VIP
12683.0,4197.51,9,2694,2010-03-09 09:27:00,2010-09-12 12:17:00,187.0,466.39000000000004,4197.51,VIP
12686.0,89.14,1,107,2010-03-12 09:51:00,2010-03-12 09:51:00,0.0,89.14,89.14,Low Value
12687.0,2138.91,2,1403,,,,1069.455,2138.91,VIP
12691.0,134.6,1,51,,,,134.6,134.6,Low Value
12692.0,110.95,1,36,2010-12-03 14:02:00,2010-12-03 14:02:00,0.0,110.95,110.95,Low Value
12693.0,809.46,5,274,2010-05-07 13:56:00,2010-08-11 14:57:00,96.0,161.892,809.46,High Value
12694.0,969.78,2,844,,,,484.89,969.78,High Value
12695.0,825.02,3,234,2010-12-02 13:22:00,2010-12-02 13:22:00,0.0,275.00666666666666,825.02,High Value
12696.0,801.15,3,563,2010-01-10 10:43:00,2010-01-10 10:43:00,0.0,267.05,801.15,High Value
12698.0,339.75,1,111,,,,339.75,339.75,Medium Value
12699.0,638.11,1,373,,,,638.11,638.11,Medium Value
12701.0,1648.7,4,1049,2010-01-06 10:42:00,2010-04-06 10:35:00,89.0,412.175,1648.7,VIP
12703.0,617.48,5,378,,,,123.49600000000001,617.48,Medium Value
12705.0,4739.76,8,3135,2009-03-12 10:26:00,2009-03-12 10:26:00,0.0,592.47,4739.76,VIP
12706.0,-91.89,1,-1,,,,-91.89,-91.89,Low Value
12708.0,2501.84,15,1196,2010-01-04 13:17:00,2010-09-09 18:14:00,248.0,166.78933333333333,2501.84,VIP
12709.0,21018.51,30,9944,2009-09-12 13:49:00,2010-11-01 11:59:00,414.0,700.617,21018.51,VIP
12711.0,1339.05,2,770,2010-01-02 11:30:00,2010-07-04 11:59:00,183.0,669.525,1339.05,High Value
12712.0,2738.03,14,1257,2009-09-12 10:46:00,2010-11-02 12:17:00,416.0,195.57357142857146,2738.03,VIP
12714.0,9384.85,7,5705,2009-04-12 10:00:00,2010-09-09 10:37:00,515.0,1340.6928571428573,9384.85,VIP
12717.0,277.93,1,94,,,,277.93,277.93,Low Value
12720.0,2334.6,13,1586,2010-01-09 15:12:00,2010-08-11 13:54:00,213.0,179.58461538461538,2334.6,VIP
12721.0,1277.7,4,677,2010-01-09 12:17:00,2010-09-12 10:14:00,245.0,319.425,1277.7,High Value
12724.0,1286.11,3,934,,,,428.7033333333333,1286.11,High Value
12725.0,2266.76,4,1142,2010-03-12 15:45:00,2010-04-05 13:59:00,23.0,566.69,2266.76,VIP
12726.0,1405.5,4,1475,2010-04-10 14:42:00,2010-10-06 16:35:00,179.0,351.375,1405.5,High Value
12727.0,1698.8300000000002,3,734,2010-10-06 09:40:00,2010-10-06 09:40:00,0.0,566.2766666666668,1698.8300000000002,VIP
12728.0,233.84,1,124,,,,233.84,233.84,Low Value
12730.0,829.25,1,234,2010-06-07 12:19:00,2010-06-07 12:19:00,0.0,829.25,829.25,High Value
12731.0,6879.8,5,3204,2010-02-03 09:23:00,2010-02-03 09:23:00,0.0,1375.96,6879.8,VIP
12733.0,1942.87,5,748,,,,388.57399999999996,1942.87,VIP
12734.0,529.25,2,177,2010-12-11 13:26:00,2010-12-11 13:26:00,0.0,264.625,529.25,Medium Value
12737.0,3710.5,2,2,,,,1855.25,3710.5,VIP
12738.0,155.35,1,148,2010-02-12 18:27:00,2010-02-12 18:27:00,0.0,155.35,155.35,Low Value
12739.0,1713.69,2,465,2010-10-11 14:27:00,2010-10-11 14:27:00,0.0,856.845,1713.69,VIP
12741.0,406.07,2,214,,,,203.035,406.07,Medium Value
12742.0,1185.02,2,1349,,,,592.51,1185.02,High Value
12744.0,4037.77,4,1753,2010-06-09 10:15:00,2010-06-09 10:24:00,0.0,1009.4425,4037.77,VIP
12745.0,925.41,3,468,2010-10-08 10:14:00,2010-10-08 10:14:00,0.0,308.46999999999997,925.41,High Value
12746.0,230.85000000000002,3,91,2009-08-12 17:08:00,2009-08-12 17:08:00,0.0,76.95,230.85000000000002,Low Value
12747.0,4968.58,22,1458,2009-07-12 13:23:00,2010-11-10 15:08:00,486.0,225.84454545454545,4968.58,VIP
12748.0,20898.03,159,12862,2009-04-12 17:31:00,2010-12-10 13:39:00,606.0,131.43415094339622,20898.03,VIP
12749.0,2460.29,8,849,2010-05-11 13:55:00,2010-10-10 14:17:00,152.0,307.53625,2460.29,VIP
12751.0,268.27,1,189,,,,268.27,268.27,Low Value
12755.0,4203.15,19,1655,2009-02-12 10:55:00,2010-09-12 10:44:00,576.0,221.21842105263156,4203.15,VIP
12758.0,6987.41,6,3956,2009-01-12 14:40:00,2010-09-06 12:29:00,601.0,1164.5683333333334,6987.41,VIP
12759.0,3489.3,5,2300,2009-04-12 10:47:00,2010-07-07 11:53:00,451.0,697.86,3489.3,VIP
12760.0,347.8,1,198,2010-10-09 08:50:00,2010-10-09 08:50:00,0.0,347.8,347.8,Medium Value
12761.0,782.95,2,281,2010-01-09 10:47:00,2010-08-09 12:17:00,212.0,391.475,782.95,High Value
12763.0,320.08,1,196,2010-05-12 15:46:00,2010-05-12 15:46:00,0.0,320.08,320.08,Medium Value
12765.0,1404.58,6,1009,2010-01-07 13:14:00,2010-08-04 10:08:00,208.0,234.09666666666666,1404.58,High Value
12766.0,3036.8,5,1781,2010-08-12 13:53:00,2010-08-12 13:53:00,0.0,607.36,3036.8,VIP
12767.0,949.82,1,598,,,,949.82,949.82,High Value
12768.0,3.552713678800501e-15,2,0,2010-04-10 12:48:00,2010-04-10 12:48:00,0.0,1.7763568394002505e-15,3.552713678800501e-15,Low Value
