Customer_ID,Recency,Frequency,Monetary,Cluster
12583.0,62.0,14,7157.5599999999995,1
12586.0,183.0,4,1848.73,1
12588.0,215.0,4,724.08,0
12589.0,306.0,9,2447.49,0
12590.0,8.0,2,-7.9,1
12592.0,127.0,6,715.02,1
12594.0,125.0,6,1724.29,1
12598.0,284.0,6,1411.99,0
12599.0,2.0,6,1264.14,1
12600.0,1.0,16,2374.75,1
12605.0,2.0,5,1225.45,1
12609.0,336.0,7,2291.01,0
12613.0,99.0,7,3372.54,1
12615.0,64.0,7,3273.69,1
12621.0,62.0,22,10967.24,1
12623.0,11.0,8,3334.7400000000002,1
12629.0,2.0,2,1558.22,1
12631.0,94.0,6,2811.77,1
12632.0,158.0,4,738.88,1
12633.0,187.0,5,3454.58,1
12634.0,97.0,2,490.0,1
12635.0,1.0,2,1241.23,1
12636.0,699.0,1,141.0,0
12637.0,31.0,4,2318.41,1
12638.0,70.0,1,249.8,1
12639.0,336.0,2,826.27,0
12643.0,161.0,8,4536.26,1
12644.0,40.0,5,1337.63,1
12645.0,101.0,5,1743.72,1
12647.0,1.0,35,14012.87,3
12648.0,100.0,4,778.95,1
12649.0,2.0,7,1634.99,1
12651.0,123.0,4,251.29999999999998,1
12652.0,336.0,1,97.05000000000001,0
12653.0,339.0,1,1950.98,0
12655.0,2.0,1,261.35,1
12656.0,63.0,4,2338.06,1
12662.0,34.0,11,3132.09,1
12663.0,101.0,3,204.0,1
12665.0,132.0,3,239.7,1
12666.0,62.0,1,1248.42,1
12668.0,100.0,6,7637.53,1
12670.0,40.0,2,764.24,1
12671.0,8.0,1,2622.481,1
12673.0,276.0,1,619.5,0
12675.0,68.0,4,934.8,1
12676.0,63.0,6,1441.7,1
12677.0,40.0,3,389.3,1
12678.0,32.0,10,16262.87,1
12681.0,36.0,30,16874.17,1
12682.0,32.0,24,11657.59,1
12683.0,91.0,9,4197.51,1
12686.0,275.0,1,89.14,0
12692.0,9.0,1,110.95,1
12693.0,123.0,5,809.46,1
12695.0,10.0,3,825.02,1
12696.0,336.0,3,801.15,0
12701.0,250.0,4,1648.7,0
12705.0,640.0,8,4739.76,0
12708.0,93.0,15,2501.84,1
12709.0,41.0,30,21018.51,3
12711.0,161.0,2,1339.05,1
12712.0,40.0,14,2738.03,1
12714.0,94.0,7,9384.85,1
12720.0,123.0,13,2334.6,1
12721.0,91.0,4,1277.7,1
12725.0,251.0,4,2266.76,0
12726.0,67.0,4,1405.5,1
12727.0,67.0,3,1698.8300000000002,1
12730.0,188.0,1,829.25,1
12731.0,312.0,5,6879.8,0
12734.0,1.0,2,529.25,1
12738.0,302.0,1,155.35,0
12739.0,62.0,2,1713.69,1
12744.0,186.0,4,4037.77,1
12745.0,65.0,3,925.41,1
12746.0,486.0,3,230.85000000000002,0
12747.0,32.0,22,4968.58,1
12748.0,2.0,159,20898.03,3
12749.0,63.0,8,2460.29,1
12755.0,91.0,19,4203.15,1
12758.0,97.0,6,6987.41,1
12759.0,158.0,5,3489.3,1
12760.0,64.0,1,347.8,1
12761.0,125.0,2,782.95,1
12763.0,214.0,1,320.08,0
12765.0,130.0,6,1404.58,1
12766.0,122.0,5,3036.8,1
12768.0,246.0,2,3.552713678800501e-15,0
12770.0,94.0,6,1624.5,1
12771.0,34.0,2,262.5,1
12776.0,71.0,1,55.5,1
12777.0,125.0,1,519.45,1
12778.0,123.0,3,953.45,1
12779.0,1.0,10,2538.06,1
12782.0,32.0,8,2252.7200000000003,1
12785.0,312.0,3,773.6,0
12786.0,99.0,1,728.5,1
12788.0,306.0,4,444.9,0
12791.0,1.0,8,585.15,1
12793.0,275.0,2,471.85,0
12797.0,32.0,4,531.28,1
12800.0,344.0,3,584.25,0
12802.0,64.0,7,1937.84,1
12803.0,31.0,1,1092.81,1
12805.0,285.0,4,1434.95,0
12808.0,183.0,3,422.45,1
12809.0,131.0,6,1220.98,1
12810.0,344.0,2,534.99,0
12811.0,124.0,2,519.05,1
12813.0,68.0,3,1687.8,1
12817.0,215.0,2,524.94,0
12819.0,156.0,1,540.52,1
12820.0,154.0,9,1705.6,1
12821.0,161.0,1,128.07999999999998,1
12823.0,62.0,13,4742.0,1
12825.0,131.0,2,518.63,1
12826.0,91.0,8,1460.57,1
12829.0,159.0,1,92.30000000000001,1
12831.0,306.0,2,236.06,0
12835.0,4.0,49,6018.67,3
12836.0,189.0,13,3933.61,1
12838.0,7.0,11,2692.9,1
12839.0,63.0,16,4344.21,1
12840.0,128.0,5,1299.6,1
12841.0,4.0,18,3514.08,1
12842.0,668.0,2,799.0,0
12843.0,68.0,25,4664.85,1
12848.0,313.0,1,208.0,0
12849.0,92.0,4,2039.67,1
12853.0,124.0,7,1846.8,1
12854.0,395.0,6,1633.22,0
12855.0,62.0,4,612.84,1
12857.0,307.0,5,2577.85,0
12859.0,156.0,1,575.1,1
12862.0,63.0,2,1008.3199999999999,1
12863.0,67.0,5,2271.35,1
12867.0,67.0,6,3876.47,1
12868.0,1.0,3,640.0,1
12870.0,122.0,4,1662.05,1
12872.0,3.0,12,3078.37,1
12873.0,154.0,2,1653.3,1
12874.0,281.0,3,933.42,0
12875.0,41.0,3,1013.76,1
12876.0,62.0,3,1850.5700000000002,1
12877.0,246.0,8,1419.4,0
12889.0,156.0,6,365.66,1
12891.0,5.0,9,488.5,1
12892.0,123.0,1,263.38,1
12896.0,456.0,1,-29.75,0
12898.0,306.0,2,310.96000000000004,0
12903.0,155.0,1,833.53,1
12905.0,7.0,3,1011.82,1
12907.0,92.0,3,440.36,1
12909.0,32.0,5,905.94,1
12910.0,217.0,6,2671.98,0
12911.0,189.0,1,1680.47,1
12913.0,41.0,9,4217.2300000000005,1
12914.0,245.0,1,223.98,0
12915.0,160.0,7,721.2,1
12916.0,38.0,3,1647.87,1
12917.0,68.0,7,3735.5,1
12921.0,64.0,55,18249.71,3
12924.0,1.0,9,1493.2,1
12926.0,312.0,4,1548.46,0
12927.0,62.0,1,197.31,1
12928.0,128.0,7,2242.19,1
12931.0,1.0,51,37836.86,3
12932.0,71.0,8,1698.56,1
12933.0,245.0,7,1021.0,0
12934.0,640.0,1,181.65,0
12935.0,37.0,11,2025.56,1
12937.0,4.0,5,1593.34,1
12939.0,11.0,12,13683.0,1
12942.0,91.0,1,258.75,1
12943.0,30.0,3,492.75,1
12947.0,334.0,1,304.04,0
12948.0,456.0,2,252.48000000000002,0
12949.0,224.0,18,11247.98,1
12951.0,68.0,12,2122.35,1
12953.0,219.0,1,498.96000000000004,0
12954.0,39.0,1,162.45,1
12957.0,39.0,9,4649.38,1
12958.0,221.0,2,539.49,0
12959.0,3.0,2,133.35,1
12960.0,37.0,4,1322.07,1
12963.0,91.0,6,1671.76,1
12967.0,275.0,2,2646.02,0
12970.0,609.0,6,1072.73,0
12971.0,1.0,34,4552.4800000000005,1
12972.0,190.0,6,1115.95,1
12975.0,127.0,8,1993.99,1
12976.0,10.0,7,2417.7799999999997,1
12978.0,164.0,6,2496.07,1
12979.0,426.0,2,479.53999999999996,0
12980.0,5.0,14,8817.33,1
12982.0,8.0,15,2184.92,1
12986.0,131.0,12,1991.5900000000001,1
12987.0,129.0,3,753.51,1
12989.0,32.0,20,5992.29,1
12993.0,1.0,6,776.5,1
12997.0,8.0,9,867.1700000000001,1
12998.0,129.0,4,897.38,1
13001.0,37.0,22,14338.130000000001,1
13002.0,336.0,2,293.18,0
13004.0,37.0,24,5530.56,1
13005.0,124.0,3,466.08,1
13007.0,98.0,1,175.25,1
13008.0,100.0,5,364.81,1
13009.0,224.0,1,234.0,0
13010.0,343.0,2,330.12,0
13011.0,302.0,1,50.550000000000004,0
13012.0,185.0,4,1279.56,1
13013.0,2.0,18,7814.83,1
13014.0,124.0,2,1855.4,1
13015.0,154.0,9,3119.44,1
13018.0,276.0,8,2470.06,0
13019.0,8.0,8,1212.95,1
13020.0,97.0,5,606.96,1
13021.0,2.0,13,2201.98,1
13022.0,185.0,1,65.3,1
13024.0,190.0,3,535.42,1
13025.0,487.0,1,323.39,0
13026.0,126.0,5,753.97,1
13027.0,10.0,17,10236.0,1
13029.0,249.0,2,679.8,0
13030.0,183.0,1,427.74,1
13031.0,218.0,5,3419.27,0
13032.0,1.0,8,1821.07,1
13033.0,185.0,1,30.0,1
13034.0,214.0,2,279.91,0
13035.0,246.0,1,442.32,0
13037.0,215.0,13,2961.48,1
13039.0,251.0,4,1010.73,0
13041.0,219.0,4,799.13,0
13042.0,251.0,4,1522.79,0
13044.0,5.0,12,4263.7300000000005,1
13045.0,65.0,2,503.64,1
13046.0,94.0,1,319.94,1
13047.0,8.0,27,5387.62,1
13049.0,30.0,3,727.46,1
13050.0,36.0,30,6137.83,1
13051.0,68.0,2,155.8,1
13052.0,7.0,6,2820.38,1
13055.0,185.0,2,1090.55,1
13056.0,189.0,1,209.48,1
13059.0,4.0,11,2089.22,1
13064.0,159.0,2,561.25,1
13065.0,1.0,6,1050.1000000000001,1
13069.0,4.0,17,5029.650000000001,1
13070.0,186.0,4,515.1,1
13071.0,191.0,1,129.22,1
13074.0,342.0,5,1362.8400000000001,0
13076.0,125.0,1,135.4,1
13077.0,122.0,11,2310.9,1
13078.0,2.0,53,16451.55,3
13080.0,99.0,4,202.75,1
13081.0,70.0,25,30363.670000000002,3
13082.0,32.0,15,3673.44,1
13083.0,63.0,1,91.67999999999999,1
13084.0,95.0,2,116.44999999999999,1
13085.0,640.0,7,1187.08,0
13089.0,4.0,132,55828.31,3
13090.0,1.0,15,5081.89,1
13091.0,426.0,4,-450.03999999999996,0
13092.0,67.0,9,1547.5,1
13093.0,30.0,76,46332.26,3
13094.0,183.0,2,505.8,1
13096.0,62.0,1,419.70000000000005,1
13097.0,34.0,26,6968.41,1
13102.0,91.0,16,5103.83,1
13103.0,37.0,2,465.70000000000005,1
13107.0,32.0,10,3585.55,1
13108.0,303.0,2,748.46,0
13109.0,128.0,2,340.74,1
13110.0,340.0,6,1443.3000000000002,0
13112.0,486.0,3,-5.44,0
13113.0,32.0,22,6090.25,1
13114.0,456.0,1,234.38,0
13115.0,122.0,10,3168.82,1
13117.0,7.0,13,1657.2,1
13118.0,215.0,5,1209.1,0
13119.0,101.0,1,134.9,1
13125.0,249.0,1,158.57,0
13126.0,122.0,11,1846.18,1
13131.0,101.0,4,2240.47,1
13133.0,186.0,1,90.65,1
13134.0,304.0,2,681.65,0
13135.0,217.0,1,275.45,0
13136.0,68.0,14,3532.42,1
13137.0,63.0,8,4062.29,1
13138.0,62.0,3,492.1,1
13140.0,122.0,3,791.96,1
13141.0,7.0,15,5150.83,1
13143.0,190.0,2,399.2,1
13144.0,246.0,1,24.4,0
13145.0,35.0,4,805.0,1
13148.0,3.0,19,4775.12,1
13150.0,4.0,4,435.02,1
13152.0,219.0,9,2114.98,0
13154.0,215.0,4,1609.29,0
13155.0,183.0,3,778.42,1
13156.0,101.0,3,1586.54,1
13157.0,131.0,5,3946.14,1
13162.0,9.0,14,7471.95,1
13163.0,130.0,2,0.0,1
13164.0,71.0,3,297.46000000000004,1
13172.0,245.0,1,69.6,0
13173.0,153.0,12,2266.85,1
13174.0,1.0,10,6677.81,1
13175.0,190.0,4,793.1,1
13177.0,216.0,1,229.75,0
13178.0,41.0,14,8272.42,1
13180.0,38.0,1,86.10000000000001,1
13183.0,62.0,9,3053.1,1
13190.0,518.0,4,518.76,0
13192.0,96.0,6,1632.59,1
13196.0,8.0,4,1261.86,1
13197.0,99.0,1,373.01000000000005,1
13198.0,215.0,4,1528.19,0
13199.0,31.0,31,6601.02,1
13201.0,127.0,4,1240.6100000000001,1
13202.0,62.0,8,1571.35,1
13203.0,336.0,7,1761.09,0
13204.0,487.0,1,966.6600000000001,0
13206.0,37.0,15,8280.13,1
13207.0,191.0,2,285.6,1
13208.0,640.0,3,764.6,0
13209.0,160.0,5,2617.9,1
13211.0,98.0,9,1509.45,1
13213.0,30.0,8,2316.19,1
13214.0,4.0,7,3264.23,1
13215.0,303.0,1,81.6,0
13222.0,37.0,1,88.5,1
13223.0,2.0,4,805.9200000000001,1
13225.0,8.0,9,9796.23,1
13226.0,31.0,1,204.25,1
13230.0,3.0,17,3553.81,1
13231.0,36.0,1,-355.2,1
13234.0,224.0,2,356.95,0
13238.0,216.0,2,305.9,0
13239.0,218.0,5,1250.28,0
13240.0,91.0,6,997.52,1
13242.0,101.0,4,429.0,1
13245.0,277.0,1,558.72,0
13246.0,31.0,7,1355.58,1
13249.0,126.0,6,897.52,1
13250.0,217.0,3,248.54000000000002,0
13251.0,304.0,1,252.68,0
13252.0,62.0,3,341.3,1
13253.0,216.0,2,1920.71,0
13255.0,334.0,2,504.95,0
13257.0,124.0,3,117.95,1
13258.0,245.0,2,336.59999999999997,0
13259.0,38.0,8,1141.06,1
13263.0,31.0,4,1250.6200000000001,1
13266.0,92.0,11,2247.63,1
13267.0,31.0,25,5107.77,1
13269.0,214.0,14,3545.47,1
13270.0,122.0,1,590.0,1
13276.0,154.0,5,1327.63,1
13278.0,130.0,4,885.47,1
13280.0,155.0,5,1482.27,1
13283.0,100.0,2,279.7,1
13287.0,221.0,7,519.67,0
13288.0,40.0,6,892.16,1
13290.0,216.0,3,-208.63,0
13291.0,3.0,10,2959.73,1
13292.0,307.0,4,408.85,0
13293.0,1.0,7,1180.34,1
13294.0,284.0,1,815.79,0
13295.0,7.0,8,860.07,1
13296.0,2.0,5,705.11,1
13299.0,2.0,4,1030.8,1
13300.0,128.0,3,901.9200000000001,1
13302.0,339.0,1,95.45,0
13303.0,245.0,1,61.72,0
13304.0,36.0,6,820.37,1
13305.0,31.0,7,1753.85,1
13306.0,216.0,1,53.65,0
13307.0,95.0,2,258.34,1
13309.0,1.0,1,249.58,1
13310.0,303.0,2,409.17,0
13313.0,65.0,10,1867.95,1
13316.0,1.0,7,7091.4400000000005,1
13317.0,97.0,22,3928.4610000000002,1
13319.0,3.0,45,11041.75,3
13320.0,154.0,3,669.25,1
13324.0,4.0,11,3348.57,1
13326.0,277.0,1,281.76,0
13327.0,91.0,15,6123.46,1
13329.0,30.0,11,4236.62,1
13330.0,64.0,3,1665.25,1
13331.0,276.0,1,262.4,0
13333.0,125.0,3,1015.74,1
13337.0,36.0,2,1548.55,1
13338.0,67.0,7,1791.8,1
13342.0,190.0,1,-14.100000000000001,1
13346.0,278.0,6,299.4,0
13357.0,307.0,4,3228.41,0
13359.0,30.0,2,570.7,1
13360.0,133.0,7,1464.1,1
13361.0,342.0,2,1450.5,0
13362.0,63.0,5,2272.08,1
13365.0,30.0,1,-26.9,1
13367.0,246.0,1,510.20000000000005,0
13368.0,2.0,3,462.7,1
13369.0,91.0,1,308.28000000000003,1
13370.0,122.0,2,721.32,1
13373.0,548.0,3,4274.94,0
13377.0,70.0,4,1495.43,1
13380.0,277.0,1,62.4,0
13381.0,280.0,8,4558.21,0
13382.0,155.0,4,1164.59,1
13384.0,125.0,6,2512.81,1
13393.0,221.0,6,1105.85,0
13394.0,30.0,14,4011.08,1
13395.0,245.0,2,872.51,0
13397.0,37.0,7,1554.93,1
13399.0,126.0,3,275.4,1
13400.0,190.0,2,300.93,1
13402.0,302.0,3,913.9000000000001,0
13406.0,124.0,3,557.22,1
13407.0,68.0,6,2111.89,1
13408.0,8.0,57,23365.442,3
13410.0,31.0,5,1183.6,1
13413.0,70.0,8,345.8,1
13414.0,306.0,4,1091.74,0
13415.0,395.0,5,681.92,0
13416.0,640.0,1,228.3,0
13417.0,67.0,5,953.0600000000001,1
13418.0,8.0,16,6070.72,1
13421.0,64.0,8,2239.84,1
13423.0,155.0,1,217.03,1
13425.0,98.0,5,1751.72,1
13426.0,68.0,12,4526.06,1
13431.0,312.0,7,2020.14,0
13432.0,191.0,2,439.1,1
13433.0,11.0,5,656.87,1
13434.0,217.0,3,1132.6200000000001,0
13438.0,66.0,1,46.5,1
13439.0,339.0,2,702.9,0
13440.0,1.0,10,1213.95,1
13441.0,246.0,1,424.26,0
13442.0,71.0,3,419.87,1
13443.0,8.0,7,1247.71,1
13446.0,34.0,18,3608.86,1
13448.0,215.0,11,4982.08,1
13450.0,37.0,8,2073.82,1
13453.0,30.0,3,402.01,1
13454.0,131.0,1,219.87,1
13455.0,1.0,8,1766.47,1
13457.0,640.0,4,143.27,0
13461.0,245.0,5,2693.5,0
13462.0,9.0,4,1002.35,1
13464.0,62.0,6,2409.21,1
13465.0,310.0,2,931.12,0
13466.0,123.0,5,654.3,1
13468.0,2.0,49,7434.86,3
13472.0,306.0,2,592.24,0
13473.0,8.0,7,1993.44,1
13474.0,338.0,2,434.2,0
13476.0,65.0,3,823.0,1
13477.0,64.0,5,1379.59,1
13478.0,285.0,7,2068.03,0
13481.0,183.0,7,2022.03,1
13484.0,70.0,3,453.52,1
13485.0,2.0,14,2503.68,1
13487.0,579.0,2,271.47,0
13488.0,95.0,13,6603.12,1
13491.0,98.0,18,3350.7400000000002,1
13495.0,32.0,9,3256.49,1
13497.0,131.0,6,945.28,1
13498.0,456.0,1,327.38,0
13500.0,276.0,1,299.53,0
13501.0,65.0,3,1529.79,1
13502.0,97.0,3,482.6,1
13503.0,97.0,11,1576.69,1
13506.0,91.0,6,1156.83,1
13508.0,162.0,1,176.07999999999998,1
13510.0,344.0,12,2703.23,0
13511.0,344.0,2,244.61,0
13512.0,221.0,3,462.18,0
13513.0,312.0,3,591.89,0
13514.0,98.0,3,663.7,1
13515.0,223.0,2,374.7,0
13520.0,38.0,8,3192.9,1
13523.0,122.0,2,1136.64,1
13526.0,699.0,4,942.5999999999999,0
13531.0,122.0,5,1254.72,1
13534.0,158.0,17,1711.42,1
13535.0,304.0,1,89.5,0
13537.0,63.0,2,717.85,1
13538.0,123.0,5,1831.88,1
13539.0,160.0,5,925.42,1
13541.0,2.0,3,717.9,1
13542.0,63.0,18,3970.77,1
13544.0,223.0,5,529.09,0
13545.0,699.0,3,347.35,0
13546.0,31.0,2,465.15,1
13551.0,40.0,1,152.39999999999998,1
13552.0,99.0,16,3079.1,1
13553.0,285.0,1,517.8,0
13554.0,185.0,10,1556.3899999999999,1
13556.0,185.0,2,200.82,1
13557.0,62.0,14,2396.02,1
13561.0,154.0,10,1678.86,1
13562.0,276.0,5,3038.85,0
13564.0,8.0,50,15138.98,3
13566.0,70.0,3,833.41,1
13567.0,155.0,5,1078.59,1
13569.0,153.0,3,520.03,1
13571.0,97.0,14,2454.2200000000003,1
13573.0,9.0,4,622.07,1
13576.0,1.0,13,4812.85,1
13579.0,64.0,5,1068.8,1
13582.0,342.0,2,241.68,0
13584.0,313.0,4,204.75,0
13585.0,68.0,4,674.46,1
13589.0,98.0,4,741.09,1
13590.0,2.0,14,4322.17,1
13591.0,221.0,5,964.0600000000001,0
13593.0,158.0,10,3484.93,1
13594.0,34.0,2,111.45000000000002,1
13595.0,35.0,3,818.22,1
13597.0,245.0,3,372.21,0
13598.0,98.0,4,609.42,1
13599.0,39.0,21,4759.74,1
13601.0,1.0,2,491.82,1
13607.0,1.0,2,382.6,1
13610.0,225.0,8,1028.7,0
13611.0,130.0,10,2122.83,1
13612.0,96.0,2,777.79,1
13614.0,31.0,2,748.73,1
13615.0,4.0,10,5812.24,1
13617.0,217.0,6,719.62,0
13619.0,285.0,2,231.69,0
13622.0,11.0,2,651.45,1
13623.0,155.0,8,1773.92,1
13627.0,39.0,3,593.53,1
13628.0,344.0,1,310.14,0
13629.0,39.0,8,5578.5,1
13632.0,7.0,4,1517.68,1
13634.0,3.0,12,2944.39,1
13635.0,699.0,5,1877.19,0
13640.0,161.0,1,405.0,1
13641.0,100.0,7,921.82,1
13642.0,277.0,4,147.17,0
13643.0,34.0,12,1592.73,1
13646.0,215.0,3,323.3,0
13647.0,307.0,4,1393.56,0
13648.0,163.0,11,1679.01,1
13649.0,122.0,5,1332.28,1
13650.0,97.0,9,1289.16,1
13652.0,155.0,3,1475.77,1
13653.0,95.0,1,152.2,1
13654.0,284.0,5,3600.67,0
13656.0,156.0,5,673.7,1
13658.0,67.0,6,3350.6,1
13659.0,4.0,14,3165.78,1
13660.0,92.0,2,303.69,1
13662.0,100.0,10,1304.05,1
13663.0,284.0,5,1824.14,0
13666.0,609.0,2,43.25,0
13668.0,4.0,18,6533.07,1
13671.0,62.0,1,194.95,1
13672.0,456.0,1,233.53000000000003,0
13674.0,185.0,2,215.88,1
13677.0,157.0,2,556.1899999999999,1
13679.0,279.0,3,281.26,0
13680.0,284.0,8,7713.25,0
13683.0,125.0,1,258.6,1
13686.0,276.0,2,337.04,0
13691.0,122.0,1,212.78,1
13692.0,245.0,3,1549.58,0
13693.0,1.0,11,1980.32,1
13694.0,4.0,105,128172.42,2
13695.0,37.0,1,266.6,1
13696.0,40.0,4,2008.7,1
13699.0,66.0,2,402.82,1
13700.0,101.0,4,321.09,1
13705.0,334.0,5,1323.47,0
13707.0,185.0,3,2559.45,1
13709.0,41.0,5,1263.7,1
13710.0,2.0,2,329.04,1
13711.0,68.0,13,1380.55,1
13712.0,130.0,1,537.58,1
13713.0,221.0,3,743.26,0
13715.0,39.0,14,7384.400000000001,1
13717.0,34.0,4,315.79,1
13719.0,31.0,6,1773.57,1
13721.0,91.0,1,217.39999999999998,1
13722.0,284.0,7,3260.0,0
13723.0,1.0,5,1009.35,1
13724.0,9.0,1,213.01,1
13727.0,161.0,7,733.82,1
13728.0,125.0,10,1839.03,1
13733.0,486.0,3,484.53000000000003,0
13734.0,96.0,6,3451.2900000000004,1
13735.0,62.0,14,6706.63,1
13736.0,63.0,9,1991.01,1
13738.0,123.0,1,440.93,1
13740.0,7.0,4,1247.02,1
13745.0,35.0,2,469.73,1
13747.0,32.0,2,169.79999999999998,1
13748.0,276.0,5,1320.1,0
13749.0,164.0,1,-10.25,1
13750.0,62.0,8,1916.3400000000001,1
13753.0,640.0,3,1353.31,0
13756.0,7.0,11,4002.0800000000004,1
13757.0,285.0,1,195.55,0
13758.0,32.0,14,6072.59,1
13760.0,221.0,4,1071.85,0
13762.0,72.0,4,2165.76,1
13764.0,162.0,3,1431.5,1
13766.0,338.0,1,190.35,0
13767.0,36.0,48,18169.97,3
13768.0,164.0,8,758.07,1
13769.0,153.0,14,2994.76,1
13770.0,253.0,4,785.37,0
13771.0,128.0,5,3094.37,1
13772.0,91.0,6,1962.59,1
13773.0,123.0,2,301.54,1
13776.0,155.0,8,-340.17,1
13777.0,2.0,42,30268.22,3
13778.0,218.0,4,937.84,0
13779.0,5.0,1,161.13,1
13782.0,3.0,8,873.77,1
13783.0,70.0,4,1542.09,1
13784.0,336.0,4,434.39,0
13785.0,155.0,4,542.49,1
13786.0,38.0,8,2506.01,1
13787.0,93.0,7,864.66,1
13793.0,284.0,1,96.0,0
13794.0,36.0,1,126.03,1
13795.0,9.0,4,836.3,1
13797.0,284.0,4,1168.45,0
13798.0,31.0,63,37222.05,3
13799.0,38.0,11,1350.96,1
13800.0,216.0,2,1121.24,0
13802.0,5.0,18,21585.29,1
13803.0,191.0,3,1042.04,1
13807.0,153.0,4,397.3,1
13809.0,62.0,2,524.65,1
13813.0,71.0,7,1333.01,1
13815.0,10.0,5,3270.88,1
13818.0,185.0,1,61.28,1
13819.0,132.0,4,1490.75,1
13820.0,284.0,5,640.4,0
13821.0,1.0,5,1001.39,1
13823.0,39.0,6,2400.89,1
13824.0,9.0,9,1574.42,1
13825.0,456.0,2,255.59,0
13830.0,160.0,2,135.95000000000002,1
13831.0,131.0,15,4806.19,1
13834.0,7.0,3,247.89,1
13835.0,127.0,4,210.25,1
13836.0,215.0,3,602.52,0
13838.0,63.0,7,1274.3600000000001,1
13839.0,65.0,1,139.95000000000002,1
13842.0,67.0,11,2219.34,1
13846.0,215.0,1,442.73,0
13848.0,36.0,6,2080.0,1
13849.0,2.0,4,1905.85,1
13851.0,92.0,6,1865.3000000000002,1
13852.0,8.0,2,170.45000000000002,1
13854.0,38.0,17,4133.19,1
13855.0,164.0,5,1253.94,1
13856.0,97.0,10,695.48,1
13857.0,31.0,7,997.11,1
13861.0,185.0,3,251.31,1
